wk_subject_id,kanji,primary_meaning,other_meanings,onyomi,kunyomi,nanori,radical_subject_ids,radical_characters,radical_meanings,visually_similar_subject_ids,visually_similar_kanji,meaning_mnemonic,reading_mnemonic,url,wk_level,srs_stage,StrokeImg,extra_reading_mnemonic
1200,準,Standard,,じゅん,,,"103, 240, 15","氵, 隹, 十","Tsunami, Turkey, Cross","754, 2188","集, 隼","Riding a <radical>tsunami</radical>, you see a <radical>turkey</radical> surfboarding on a <radical>cross</radical>, but that’s pretty <kanji>standard</kanji> here. This is your dreamland. You always dream about tsunamis and the turkeys surfing with crosses that ride them. This might be strange for other people, but for you it’s pretty normal.","These wacky dreams are only <kanji>standard</kanji> fare in <reading>June</reading> (じゅん) though. You don’t have them any other time of the year, just in June. You don’t know why June is the only time you have dreams about tsunami riding turkeys, but that’s just the way it is.",https://www.wanikani.com/kanji/%E6%BA%96,23,,"<img src=""jisho_strokes_06E96.png"">",
1196,演,Acting,"Perform, Performance, Act",えん,,,"103, 78, 27, 51, 2","氵, 宀, 丁, 田, ハ","Tsunami, Roof, Street, Rice Paddy, Fins",1271,満,"A <radical>tsunami</radical> is coming. So you get up on your <radical>roof</radical>. You see people across the <radical>street</radical>, in a <radical>rice paddy</radical>. They watch as you put on a pair of <radical>fins</radical>. And you begin <kanji>acting</kanji>. This is your last chance to <kanji>perform</kanji>!","As the <kanji>acting</kanji> <reading>en</reading>ds (えん), so do you all. It was a good while it lasted.",https://www.wanikani.com/kanji/%E6%BC%94,23,,"<img src=""jisho_strokes_06F14.png"">",
1211,現,Present Time,"Appear, Present, Show",げん,あらわ,,"48, 91","王, 見","King, See","669, 1191","理, 規",The <radical>king</radical> can <radical>see</radical> the <kanji>present</kanji> time for what it really is. The future isn't important. The past isn't important. The present is when everything <kanji>appear</kanji>s.,"At the <kanji>present time</kanji> the king is <reading>Gen</reading>ji (げん). The time has finally come for him to get serious, and there's no time like the present.",https://www.wanikani.com/kanji/%E7%8F%BE,23,,"<img src=""jisho_strokes_073FE.png"">","Some kind of paranormal entity starts <kanji>to appear</kanji> in front of you. ""You… <reading>are a walrus</reading> (あらわ)!"" you scream, terrified. Yes, it seems a ghostly walrus has appeared before you, telling you to finish your reviews."
8996,痒,Itchy,,よう,かゆ,,"187, 136","疒, 羊","Sick, Sheep",,,"The <radical>sick</radical> <radical>sheep</radical> is <kanji>itchy</kanji> and it can barely sit still. Help the poor sheep, give it a rub and scratch!","Even though the sheep is <kanji>itchy</kanji>, look how <reading>kah-yu</reading>te (かゆ) it is! It’s not just cute. It’s kah-yute!",https://www.wanikani.com/kanji/%E7%97%92,23,,"<img src=""jisho_strokes_075D2.png"">",
1199,看,Watch Over,,かん,み,,"41, 53","手, 目","Hand, Eye","846, 1593","着, 寿",Put your <radical>hand</radical> over your <radical>eye</radical> to <kanji>watch over</kanji> others.,"As you <kanji>watch over</kanji> your friends and neighbors you see movement in the distance. Oh no, it's Genghis <reading>Khan</reading> (かん) and his army!",https://www.wanikani.com/kanji/%E7%9C%8B,23,,"<img src=""jisho_strokes_0770B.png"">",
1216,秀,Excel,Surpass,しゅう,ひい,,"135, 200","禾, 乃","Grain, Stairs","1771, 1327","透, 誘",If you can eat <radical>grain</radical>s while climbing up <radical>stairs</radical> you are going to <kanji>excel</kanji>. You eat good and train hard.,"In order to <kanji>excel</kanji> at this, you need a good pair of <reading>shoe</reading>s (しゅう).",https://www.wanikani.com/kanji/%E7%A7%80,23,,"<img src=""jisho_strokes_079C0.png"">","“<reading>He-e</reading> (ひい) is going <kanji>to excel</kanji>,” you stutter. ""I know <reading>He-e</reading> is!”"
1304,突,Stab,"Thrust, Sudden",とつ,つ,,"170, 18","穴, 大","Hole, Big","688, 601","究, 空",How do you make a <radical>hole</radical> nice and <radical>big</radical>? You gotta <kanji>stab</kanji> something in it. Just <kanji>thrust</kanji> it right in there. And make sure your movements are really <kanji>sudden</kanji>. Stabs and thrusts are more effective when they're sudden.,"Give that hole one last big <kanji>stab</kanji>, now you've <reading>totes</reading> (とつ) showed that hole who's boss. What did I tell you about the <kanji>sudden</kanji> <kanji>thrust</kanji> technique? It's totes super effective. Like, totes.",https://www.wanikani.com/kanji/%E7%AA%81,23,,"<img src=""jisho_strokes_07A81.png"">","If you're going <kanji>to stab</kanji>, stab <reading>two</reading> (つ) times. You can remember that this is the ""two time stab"" because it has a hole that's big. The hole is big because you got stabbed twice.

Wondering how it's different from 刺す? 突く refers to the act of pushing or pressing something with a tip of an object, often done forcefully and swiftly. So when you use 突く as in ""<kanji>to stab</kanji>,"" your focus is on the forcefulness of the action. On the other hand, 刺す focuses more on the actual act of piercing into something or someone with a sharp thing."
2051,紫,Purple,"Violet, Purple Color, Purple Colour, Color Purple, Colour Purple, Violet Color, Violet Colour, Color Violet, Colour Violet",し,むらさき,,"44, 57, 86","止, 匕, 糸","Stop, Spoon, Thread","1764, 1402, 9246, 1357","繁, 緊, 繋, 潔","You <radical>stop</radical> a <radical>spoon</radical> from moving by tying it with <radical>thread</radical> that's <kanji>purple</kanji>. The spoon wouldn't stop moving around, so you had to use your favorite purple thread to make it stop. It's the strongest thread you have.","To remember this reading, think about how the village you previously went to was all <kanji>purple</kanji>. It was the ""<reading>村先</reading>"" (むらさき) that you went to.",https://www.wanikani.com/kanji/%E7%B4%AB,23,,"<img src=""jisho_strokes_07D2B.png"">","Do you know what animal has the best protection from <kanji>ultraviolet rays</kanji>? <reading>Shee</reading>p (し), obviously. The thick fur of wool is the best UV protection. I mean, you've never seen sheep tanned and sunburned, right?"
1189,職,Employment,"Job, Occupation, Work",しょく,,,"88, 197, 194","耳, 音, 戈","Ear, Sound, Drunkard","1323, 1012","織, 識","Reaching your <radical>ear</radical> is the <radical>sound</radical> of a <radical>drunkard</radical> who can’t find <kanji>employment</kanji>. You hear him before you see him because he’s behind some trash cans. Being a drunkard, he’s super wasted and drinking and rambling to himself, making strange sounds. No wonder he can’t find employment.","Since this guy is such a pathetic drunkard, it comes as no <reading>shock</reading> (しょく) that he can’t find <kanji>employment</kanji>. If he did find employment, I would also be filled with both shock, but also awe (good job getting your life on track!).",https://www.wanikani.com/kanji/%E8%81%B7,23,,"<img src=""jisho_strokes_08077.png"">",
1194,裁,Judge,,さい,"さば, た",,"15, 194, 320","十, 戈, 衣","Cross, Drunkard, Clothes","1219, 1230, 1294, 1541, 2227","製, 載, 我, 装, 栽","You place a <radical>cross</radical> on this <radical>drunkard</radical>'s <radical>clothes</radical> to <kanji>judge</kanji> him. In fact, you wave the cross over him and yell, ""I JUDGE YOU FOR BEING DRUNK AND WEARING THESE CLOTHES, TAKE THIS!""","As you <kanji>judge</kanji> each other, your <reading>cy</reading>borg (さい) comes stomping over and slams the drunkard against the wall. You and your cyborg start judging this guy more.",https://www.wanikani.com/kanji/%E8%A3%81,23,,"<img src=""jisho_strokes_088C1.png"">","When you go <kanji>to judge</kanji> people, they turn into <reading>sobber</reading>s (さば). ""The Sobber"" is the worst kind because their crying guilt-trips you into second-guessing your judgment, even when you’re sure you’re right."
1192,護,Defend,Protect,ご,,,"117, 90, 240, 30","言, 艹, 隹, 又","Say, Flowers, Turkey, Stool","1762, 2048","獲, 穫",They <radical>say</radical> that <radical>flowers</radical> that are worn by a <radical>turkey</radical> on a <radical>stool</radical> are good to <kanji>defend</kanji> yourself with. Even better than a guard dog they say. People are so confused by the turkey sitting on a stool wearing and holding flowers that they just lose their will to fight. This turkey is great to defend yourself and your home.,"This flower-bearing turkey is used to <kanji>defend</kanji> against <reading>Go</reading>dzilla (ご). Godzilla is pretty much undefeatable, but the turkey is doing its best to defend us.",https://www.wanikani.com/kanji/%E8%AD%B7,23,,"<img src=""jisho_strokes_08B77.png"">",
1209,贅,Extravagant,Luxury,ぜい,いぼ,,"17, 66, 60, 94","土, 方, 夂, 貝","Dirt, Direction, Winter, Shellfish","1470, 1185, 1324, 1613, 1133","貨, 賀, 貸, 貿, 資","<radical>Dirt</radical> in the <radical>direction</radical> of <radical>winter</radical> grows <radical>shellfish</radical> are very <kanji>extravagant</kanji>. These shellfish are so extravagant because they can only be grown in the dirt in winter (after the dirt has shifted ""direction"" and started sustaining shellfish instead of plants).","To make this experience even more <kanji>extravagant</kanji>, you eat them with a <reading>zei</reading>ber (ぜい), a German saber. A fork is just too plain for these extravagant shellfish — you gotta use a zeiber for maximum extravagance.",https://www.wanikani.com/kanji/%E8%B4%85,23,,"<img src=""jisho_strokes_08D05.png"">",
1188,革,Leather,,かく,かわ,,288,革,Leather,1003,席,The <radical>leather</radical> radical and the <kanji>leather</kanji> kanji are exactly the same! Cool!,"One way to get <kanji>leather</kanji> is to skin a male chicken, a <reading>cock</reading> (かく). Not a very efficient way to get leather, but one way nonetheless.",https://www.wanikani.com/kanji/%E9%9D%A9,23,,"<img src=""jisho_strokes_09769.png"">","<kanji>Leather</kanji> is the skin of a cow, right? How do you say ""skin"" in Japanese? Remember <reading>皮</reading> (かわ)? It has the same reading as that, and they're both skin, so hopefully that makes it easier to remember."
1190,鬼,Demon,,き,おに,,292,鬼,Demon,,,The <radical>demon</radical> radical and the <kanji>demon</kanji> kanji are exactly the same! Wicked!,How do you keep a <kanji>demon</kanji> locked up? Use a magical <reading>key</reading> (き). Use a lock and key and keep that demon locked up safely behind bars so he can’t get out and do bad demon stuff.,https://www.wanikani.com/kanji/%E9%AC%BC,23,,"<img src=""jisho_strokes_09B3C.png"">","<kanji>Demon</kanji>s are mean. This particular demon bites you on the knee, creating an “O” shape on your knee. You scream, “<reading>O-knee</reading>!” (おに)."
1244,供,Offer,"Accompany, Companion, Submit, Provide",きょう,"とも, そな",,"75, 269","ｲ, 共","Leader, Together","2314, 1686, 778, 1039","洪, 併, 共, 借","When a <radical>leader</radical> wants to be <radical>together</radical>, it means they want what you have to <kanji>offer</kanji>. Congrats! Now you can <kanji>accompany</kanji> them everywhere and offer them hot towels and bottled water, or whatever it is you do…","Once a year, the leader will <kanji>offer</kanji> you a vacation in <reading>きょう</reading>と. It's an all-expenses-paid trip! The catch is that you have to <kanji>accompany</kanji> your leader to きょうと…",https://www.wanikani.com/kanji/%E4%BE%9B,24,,"<img src=""jisho_strokes_04F9B.png"">","Your <kanji>companion</kanji> who helps you <kanji>offer</kanji> things is your <reading>tomo</reading>dachi (とも). Maybe more than friends? Maybe you'll make a <reading>こども</reading>?!?!?!

What's the best way for your servants <kanji>to make an offering</kanji>? When they offer up their <reading>sauna</reading> (そな)! You really value a warm and relaxing sauna session at the end of the day.

供える means to offer something, usually to a god, Buddha, or someone who has passed away. For example, you might 花を供える (offer flowers) at a grave or altar."
1232,型,Model,"Type, Form",けい,かた,,"171, 128, 17","开, 刂, 土","Lantern, Knife, Dirt",,,"There is a <radical>lantern</radical> next to a <radical>knife</radical> on top of the <radical>dirt</radical>. You walk up to take the knife and lantern when you realize it's just a <kanji>model</kanji>. It all looked real from far away, but now that you're up close you can see none of it is real.",You touch the <kanji>model</kanji> and see that it's made of <reading>ca</reading>ke (けい)! Someone really into lanterns and knives must have been given this model cake as a birthday present! Though they left it out here so they probably didn't like it.,https://www.wanikani.com/kanji/%E5%9E%8B,24,,"<img src=""jisho_strokes_0578B.png"">",You also see a <kanji>model</kanji> <reading>cata</reading>pult (かた). Is it the trebuchet or the mangonel type? Only one model can aim at your ex's window with the right trajectory. Catapult model matters! I hope it's also not a cake.
1239,境,Boundary,Border,きょう,さかい,,"17, 55, 91","土, 立, 見","Dirt, Stand, See",,,"The <radical>dirt</radical> where you just <radical>stand</radical> and <radical>see</radical> is a <kanji>boundary</kanji>. You don't want to cross the boundary, you just stand there and see over it. As a general rule, you can stand in the dirt and see beyond boundaries, but you don't usually cross them.","The <kanji>boundary</kanji> you're looking at now is the <reading>Kyo</reading>to (きょう) boundary. Kyoto is one of the most famous places in Japan, so you can imagine its boundary is really clear and marked by all kinds of boundary signs that say KYOTO.",https://www.wanikani.com/kanji/%E5%A2%83,24,,"<img src=""jisho_strokes_05883.png"">",You walk up to the <kanji>boundary</kanji>. You're there to pick something up to take it across. This thing you're smuggling across the boundary is a <reading>sockeye</reading> (さかい) salmon. You take it across the boundary and sell it for a big profit.
1144,審,Judge,,しん,,,"78, 280","宀, 番","Roof, Number",696,番,"You're about to enter a <radical>roof</radical> that has your <radical>number</radical> on it so you can face the <kanji>judge</kanji>. You've been sitting here for hours, waiting for your number to come up. Finally the time has come—the judge will see you now.","The <kanji>judge</kanji> is not happy with you. He tells you to come closer and when you do, he takes his gavel and hits you in the <reading>shin</reading>s (しん). Ouch!",https://www.wanikani.com/kanji/%E5%AF%A9,24,,"<img src=""jisho_strokes_05BE9.png"">",
1224,届,Deliver,,,とど,,"37, 268","尸, 由","Flag, Reason","1320, 1280, 1897, 1692, 1653, 1456, 1752, 1814, 1816, 1434, 1989, 2209, 1579","屈, 居, 涙, 房, 戻, 泥, 堀, 掘, 握, 漏, 塀, 据, 遅","The American <radical>flag</radical> is the <radical>reason</radical> you need to <kanji>deliver</kanji> this package. The flag is inside the package, and you need to deliver it to the president. He lost his old flag, so now it’s up to you to deliver this new one to him. That's the flag's reason.","To <kanji>deliver</kanji> this flag is something you just have <reading>to do</reading> (とど). It's in your to-do list, and you like checking items off of it. Let's do!",https://www.wanikani.com/kanji/%E5%B1%8A,24,,"<img src=""jisho_strokes_05C4A.png"">",
1245,展,Expand,Unfold,てん,"のぶ, のび",,"37, 8775, 8770","尸, 龷","Flag, Blackjack, Kick",1640,鹿,"There’s a <radical>flag</radical> under the <radical>blackjack</radical> / <radical>flowers on the ground</radical> table that you can <radical>kick</radical> in order to <kanji>expand</kanji> the table. Sometimes you only have a few people playing blackjack so you don’t need to kick the flag at all, and sometimes  there are many people playing blackjack so you need to kick the flag many times in order to expand it to a proper size.","The blackjack table does have a limit though of how many times it will <kanji>expand</kanji>, and that limit is <reading>ten</reading> (てん). You can only kick the flag to get the table to expand ten times.",https://www.wanikani.com/kanji/%E5%B1%95,24,,"<img src=""jisho_strokes_05C55.png"">",
1231,層,Layer,,そう,,,"37, 259","尸, 曽","Flag, Mask","1148, 1268","増, 属","Below the <radical>flag</radical> lies a <radical>mask</radical>—yet another <kanji>layer</kanji> of secrecy. You’re standing in front of a crowd, giving a rousing speech. Hiding your face is the flag of your country, and behind that flag you’re also wearing a mask, just in case the flag falls down. The extra layer of secrecy is just to be safe.","Someone jumps up on stage and starts peeling off your <kanji>layer</kanji>s! You stand there, first goes the flag, then the mask, then ... your <reading>sou</reading>l (そう) is laid bare. No, literally. You don't have a body, your soul was under that mask. And now it's floating there for all to see.",https://www.wanikani.com/kanji/%E5%B1%A4,24,,"<img src=""jisho_strokes_05C64.png"">",
1235,差,Distinction,"Difference, Differ, Distinct",さ,さ,,"8767, 48, 5, 25","丷, 王, 丿, 工","Horns, King, Slide, Construction",846,着,"When a <radical>horns</radical>-having <radical>king</radical> makes a <radical>slide</radical> through <radical>construction</radical>, he gains <kanji>distinction</kanji>. Now that is something that really sets a horned king apart! After all, have you ever seen a horned king working in construction?",The extra <kanji>distinction</kanji> of this horned king is that it's really skilled with a <reading>saw</reading> (さ). That's why he's so good at construction.,https://www.wanikani.com/kanji/%E5%B7%AE,24,,"<img src=""jisho_strokes_05DEE.png"">",
1233,庁,Agency,Government Office,ちょう,,,"62, 27","广, 丁","Canopy, Street",,,"There are people under a <radical>canopy</radical> on the <radical>street</radical> forming their own <kanji>agency</kanji>. They're banding together right here in the street, making a new <kanji>government office</kanji>!","This new <kanji>agency</kanji> is just starting to make progress when you hear a low rumble... then a screech. ""THIS IS MY STREET. NO NEW AGENCIES ON MY STREET!"" Mrs. <reading>Chou</reading> (ちょう) cries as she barrels into everyone.",https://www.wanikani.com/kanji/%E5%BA%81,24,,"<img src=""jisho_strokes_05E81.png"">",
1217,担,Carry,Bear,たん,"にな, かつ",,"63, 293","扌, 旦","Fingers, Dawn","1336, 2425","迫, 胆",You use your <radical>fingers</radical> at <radical>dawn</radical> to <kanji>carry</kanji> many things. You have to carry yourself out of bed. You have to carry your backpack or purse or laptop bag to school or work. Your fingers have to carry a lot of weight around at dawn.,"Once you're <kanji>carry</kanji>ing everything, and the dawn sun is shining bright, you start getting <reading>tan</reading> (たん). Especially those fingers you're using to carry things.",https://www.wanikani.com/kanji/%E6%8B%85,24,,"<img src=""jisho_strokes_062C5.png"">","The kanji itself means <kanji>carry</kanji> so the verb vocab version is <kanji>to carry</kanji>. You love <kanji>to carry</kanji> things, especially <reading>cats</reading> (かつ). You hoist them up onto your shoulders and carry them all around town.

This has to do with carrying something literal, unlike 担う which is not necessarily literal. And in this case, you carry it on your shoulder(s). You can remember that it's literal from the reading mnemonic, which has you carrying literal cats on your shoulders.

What is your responsibility? To raise this girl named <reading>Nina</reading> (にな). 担う is when you need <kanji>to take responsibility</kanji>. You can remember this because YOU (う) are responsible for this. You assume this responsibility.

Note that 担う is generally used with another word that specifies the responsibility, like 役割を担う (assume a role) or 未来を担う (bear the future)."
1247,株,Stock,"Share, Stocks, Shares",しゅ,かぶ,,"23, 5, 134","木, 丿, 未","Tree, Slide, Jet","2077, 2178, 1887, 654, 526","珠, 殊, 朱, 失, 矢",You're stuck in a <radical>tree</radical> after using the evacuation <radical>slide</radical> to jump out of your <radical>jet</radical> — a stunt you pulled after hearing your <kanji>stock</kanji>s and <kanji>share</kanji>s had taken a dive in the market.,"Your <kanji>stock</kanji>s and <kanji>share</kanji>s fell so hard that they probably went ""<reading>KABOO</reading>M (かぶ)!"" when they hit rock bottom.",https://www.wanikani.com/kanji/%E6%A0%AA,24,,"<img src=""jisho_strokes_0682A.png"">",
1241,武,Military,Warrior,"ぶ, む",たけ,,"1, 79, 44","一, 弋, 止","Ground, Ceremony, Stop",,,"On the <radical>ground</radical> there's a <radical>ceremony</radical> where everyone keeps <radical>stop</radical>ping. This stopping ceremony is being performed by the <kanji>military</kanji>. They'll march one direction, then stop and turn, then march another direction, then stop again.",You look closer at the people in the <kanji>military</kanji> and realize that every time they stop they take a drink of <reading>boo</reading>ze (ぶ)!,https://www.wanikani.com/kanji/%E6%AD%A6,24,,"<img src=""jisho_strokes_06B66.png"">",
1222,燃,Burn,"Blaze, On Fire, In Flames, Set On Fire, Aflame",ねん,も,,"46, 297","火, 然","Fire, Nature",,,"<radical>Fire</radical> in <radical>nature</radical> will <kanji>burn</kanji> down everything in its path. In nature, there are no firefighters to contain the flames, so the <kanji>blaze</kanji> will burn until nothing's left.",The fire <kanji>burn</kanji>s your <reading>nen</reading>doroid (ねん) collection. You've spent a lot of time and money collecting all these cool and rare and unique nendoroids and now they've all burned in the fire. NOOOO!!,https://www.wanikani.com/kanji/%E7%87%83,24,,"<img src=""jisho_strokes_071C3.png"">",You blame your friend <reading>Mo</reading>e (も); he said he wanted <kanji>to burn something</kanji> and <kanji>to set on fire</kanji> uh... just a little bit.
1225,狭,Narrow,,きょう,"せま, せば",,"144, 146, 8767","犭, 夫, 丷","Animal, Husband, Horns",2123,挟,"You have an <radical>animal</radical> for a <radical>husband</radical> with <radical>horns</radical> that are <kanji>narrow</kanji>. This animal husband of yours is a goat. A goat with narrow horns. Why is this animal your husband? You’re weird, that’s why. Also, he's the GOAT!","I’m not even going to get into the <reading>sema</reading>ntics (せま) of how this weird relationship of yours works. Nope, this reading explanation is on the straight and <kanji>narrow</kanji>.",https://www.wanikani.com/kanji/%E7%8B%AD,24,,"<img src=""jisho_strokes_072ED.png"">","You have <kanji>to narrow</kanji> the width of something. The only way you can do that is to <reading>sever</reading> (せば) off each end. Maybe you're trying to get a sofa up a tight stairway. The only way to do that is by severing off each arm to narrow it. 

The only place <kanji>narrow</kanji> minded people will go in Japan is <reading>Kyo</reading>to (きょう). It's where all the tour guides say to go, and they're too narrow minded to listen to anyone else. So they see Kyoto and head back home right away without seeing anywhere else.

In summary, you could <reading>sever</reading> (せば) the bias thoughts that people have on your animal husband with horns, by move out of <reading>Kyo</reading>to (きょう), to avoid explaining the <reading>sema</reading>ntics (せま) of your weird relationship."
1240,環,Loop,"Ring, Circle",かん,,,"48, 163, 8784","王, 罒, 袁","King, Net, Zombie",1706,還,The <radical>king</radical> is showing his people how to put a <radical>net</radical> around a WEIRD <radical>zombie</radical> by walking around it in a <kanji>loop</kanji>. It's a weird zombie because it has the ground on top of its head instead of dirt.,The king also explains that this <kanji>loop</kanji> technique was used by Genghis <reading>Khan</reading> (かん) when he was conquering cities. He'd loop around the entire place with a net and trap them.,https://www.wanikani.com/kanji/%E7%92%B0,24,,"<img src=""jisho_strokes_074B0.png"">",
1223,祝,Celebrate,,"しゅく, しゅう",いわ,,"80, 191","ネ, 兄","Spirit, Older Brother","1036, 1234","祈, 視",If a <radical>spirit</radical> blesses your <radical>older brother</radical> it's time to <kanji>celebrate</kanji>! This is very good and very lucky. So go celebrate with him!,"Unfortunately, the two of you <kanji>celebrate</kanji>d too much, and you went a little crazy. The spirit grabbed your brother and <reading>shook</reading> (しゅく) him. Shook him so hard his head popped off. The spirit puts it back on.",https://www.wanikani.com/kanji/%E7%A5%9D,24,,"<img src=""jisho_strokes_0795D.png"">","Your go-to <kanji>congratulatory gift</kanji> is a pair of <reading>shoes</reading> (しゅう). Most people just give money, but you'd rather give something practical, and nothing beats a nice pair of shoes. Congra-shoe-lations!

Everyone's here <kanji>to celebrate</kanji>, and all the birthday boy can say is ""<reading>Eee, wha</reading>...!?"" (いわ). All their friends and family have come to celebrate the birthday, but they had no idea. Still confused and processing the situation, he keeps saying, ""Eee... what?"" The surprise was a complete success!"
1236,管,Pipe,,かん,くだ,,"85, 78, 8777","竹, 宀, 㠯","Bamboo, Roof, Bear",,,"On your <radical>bamboo</radical> <radical>roof</radical> is a <radical>bear</radical>. It is pulling the bamboo off, because it wants to use it to make a long <kanji>pipe</kanji>.","The <kanji>pipe</kanji> will be for Genghis <reading>Khan</reading> (かん), who would like some pipes for his house.",https://www.wanikani.com/kanji/%E7%AE%A1,24,,"<img src=""jisho_strokes_07BA1.png"">","""That's <reading>coo' da</reading>,"" you like to say in response to <kanji>pipe</kanji>s (くだ). You've never seen pipes before, which makes them pretty cool to you. You've been using an outhouse your whole life, so pipes are pretty neat."
1226,肩,Shoulder,,けん,かた,,"73, 43","戸, 月","Door, Moon",8862,眉,"The <radical>door</radical> leading to the <radical>moon</radical> can be broken down with one’s <kanji>shoulder</kanji>. It’s not a very sturdy door to the moon, so it’s quite easy to drop your shoulder and ram it open.","""Wow, your <kanji>shoulder</kanji> is just like my <reading>cata</reading>pult (かた)!"" you hear someone shout. As you turn you're just in time to see a man catapulting through his own moon door!",https://www.wanikani.com/kanji/%E8%82%A9,24,,"<img src=""jisho_strokes_080A9.png"">",
1227,腕,Arm,Arms,わん,うで,,"43, 78, 33, 158","月, 宀, 夕, 巳","Moon, Roof, Evening, Snake",8912,宛,"The <radical>moon</radical> shines on your <radical>roof</radical> in the <radical>evening</radical> and a <radical>snake</radical> suddenly appears! Wait, that's not a snake, it's your <kanji>arm</kanji>. Wave your arms in the moonlight evening.","Your <kanji>arm</kanji> is exposed to the moon and the outside and you feel a chill. Where are your clothes? Ah, you're n<reading>ude, eh</reading> (うで)?! I guess it is pretty common to chill under the moonlight evening in nude, eh?",https://www.wanikani.com/kanji/%E8%85%95,24,,"<img src=""jisho_strokes_08155.png"">",
1228,腰,Waist,"Lower Back, Upper Hips, Upper Hip, Hip",よう,こし,,"43, 424, 19","月, 覀, 女","Moon, Helicopter, Woman",,,"You approach the <radical>Moon</radical> in a <radical>helicopter</radical> and see a <radical>woman</radical> there on the surface, touching her <kanji>waist</kanji>. She's posing with one hand on her waist, like she's Sailor Moon or something. I guess that would explain what she's doing here on the Moon!","Once you get close, you see that her <kanji>waist</kanji> looks weird and… puffy? You realize she's stuffed some <reading>子 shee</reading>p (こし) under her skirt's waistband to line her waist with them. Guess it's cold up here on the moon, so the 子 sheep keep her waist warm. And they had to be 子 sheep, otherwise they wouldn't be small enough to fit under her clothes. She also looks really <reading>cozy</reading> (こし).",https://www.wanikani.com/kanji/%E8%85%B0,24,,"<img src=""jisho_strokes_08170.png"">",
1219,製,Manufacture,,せい,,,"296, 320","制, 衣","Control, Clothes","1839, 2227, 1230, 1541, 1194, 1836","裂, 栽, 載, 装, 裁, 袋","In an attempt to <radical>control</radical> your <radical>clothes</radical>, you <kanji>manufacture</kanji> a mind control device. This mind control device will allow you to control the mind of your clothes and all that they do. You just need to manufacture it.",Your <kanji>manufacture</kanji>d clothes are controlled by your <reading>sa</reading>ber (せい). Swing your saber to command the clothes in a cool way.,https://www.wanikani.com/kanji/%E8%A3%BD,24,,"<img src=""jisho_strokes_088FD.png"">",
1191,規,Standard,Measure,き,,,"146, 91","夫, 見","Husband, See","770, 857, 1211, 1234","親, 新, 現, 視","A man who is <radical>husband</radical> material can <radical>see</radical> a <kanji>standard</kanji> woman and think she’s the greatest thing ever. This man will make a great husband. Even though the lady is pretty standard, the husband treats her like she’s anything but.","It’s pretty <kanji>standard</kanji> for a husband and wife to exchange vows when getting married, and the husband said this girl held the <reading>key</reading> (き) to his heart.",https://www.wanikani.com/kanji/%E8%A6%8F,24,,"<img src=""jisho_strokes_0898F.png"">",
1234,視,Look At,"Look, View",し,み,,"80, 91","ネ, 見","Spirit, See","1223, 857, 1191, 770","祝, 新, 規, 親","If you use your <radical>spirit</radical> to <radical>see</radical> something, it means you REALLY <kanji>look at</kanji> it. You're not just seeing something passively with your eyes, you're actually looking at it with your whole spirit.","The first thing you want to <kanji>look at</kanji> like this is a <reading>shee</reading>p (し). You think the sheep looks cool and fluffy, so you look more closely.",https://www.wanikani.com/kanji/%E8%A6%96,24,,"<img src=""jisho_strokes_08996.png"">",The <reading>み</reading> reading is like the start of みる — “to look.”
1229,触,Touch,,しょく,"さわ, ふ",,"281, 89","角, 虫","Angle, Insect",,,"If, at a certain <radical>angle</radical>, you approach an <radical>insect</radical>, you’ll be able to <kanji>touch</kanji> it without it noticing. Most of the time, insects will run away from you when you try and touch them, but if you do so from the right angle, the insect will have no idea.","Uh oh, looks like this particular insect is a lightning bug so when you <kanji>touch</kanji> it you get a <reading>shock</reading> (しょく). Did you know that lightning bugs contain bazillions of volts inside them? Well they do, and if you touch one, you get a shock. A very big shock.",https://www.wanikani.com/kanji/%E8%A7%A6,24,,"<img src=""jisho_strokes_089E6.png"">","You only like <kanji>to touch</kanji> things that are <reading>sour</reading> (さわ). Lemons, limes, grapefruits, you name it. There's something about sour things that just makes you want to touch them. Like shocking bugs too.

触る is used when someone does the touching. It's not used to describe objects touching each other.

When you want <kanji>to touch</kanji> it you feel like a <reading>foo</reading>l (ふ). It's not smart to touch this shocking bug, but it was a rare (れる) opportunity.

触る means ""to touch,"" and 触れる also means <kanji>to touch</kanji>. The word also means to touch on, as in touching on some subject. Just think of a subject that is rare (れる) for you to want to touch on."
1246,販,Sell,Sales,はん,,,"94, 218","貝, 反","Shellfish, Anti","739, 858, 938, 955, 994, 1399, 1421, 9378","仮, 返, 坂, 飯, 阪, 板, 版, 賑","A sudden aversion to <radical>shellfish</radical> makes you <radical>anti</radical>-shellfish, so you <kanji>sell</kanji> off every shellfish in sight.","You're going to <kanji>sell</kanji> all of our shellfish to <reading>Han</reading> (はん) Solo. He isn't anti-shellfish like you, and he knows how to turn a profit too!",https://www.wanikani.com/kanji/%E8%B2%A9,24,,"<img src=""jisho_strokes_08CA9.png"">",
